dateUSA,maars,taglom,dynamo
20/2/2002,0.249486395,0.001343296,0
20/2/2002,0.257444847,0.000575961,0
20/3/2002,0.258200264,-0.001418083,0
20/3/2002,0.268762313,-0.002712151,0
20/3/2002,0.268946701,-0.002950385,0
20/3/2002,0.272273068,-0.004154544,0
20/3/2002,0.270624968,-0.005665075,0
20/3/2002,0.272114286,-0.00566973,0
20/3/2002,0.273662438,-0.005710035,0
20/3/2002,0.271854905,-0.005692415,0
20/3/2002,0.269605754,-0.005618274,0
20/3/2002,0.269799049,-0.006799475,0
20/3/2002,0.267312065,-0.006705274,0
20/3/2002,0.266328356,-0.005996678,0
20/3/2002,0.271762869,-0.00538546,0
20/3/2002,0.278069829,-0.006936599,0
20/3/2002,0.276152884,-0.006945912,0
20/3/2002,0.276748427,-0.007194535,0
20/3/2002,0.281363869,-0.007325135,0
20/3/2002,0.278802804,-0.006919535,0
20/3/2002,0.277745201,-0.00655141,0
20/3/2002,0.277123473,-0.006779582,0
20/3/2002,0.278511235,-0.006779582,0
20/4/2002,0.283542962,-0.007073537,0
20/4/2002,0.295346275,-0.006211398,0
20/4/2002,0.29864132,-0.005735403,0
20/4/2002,0.29619224,-0.005644452,0
20/4/2002,0.293342979,-0.005399931,0
20/4/2002,0.29027064,-0.005518461,0
20/4/2002,0.287478973,-0.005720106,0
20/4/2002,0.287187209,-0.005948208,0
20/4/2002,0.302358439,-0.005741418,0
20/4/2002,0.300009943,-0.005126343,0
20/4/2002,0.301317935,-0.00469062,0
20/4/2002,0.295867915,-0.005183814,0
20/4/2002,0.301085465,-0.005355645,0
20/4/2002,0.300175133,-0.005400981,0
20/4/2002,0.305366437,-0.005126765,0
20/4/2002,0.30598206,-0.004933758,0
20/4/2002,0.309130206,-0.00509296,0
20/4/2002,0.311913152,-0.004793132,0
20/4/2002,0.314863004,-0.004870881,0
20/4/2002,0.323950599,-0.004653085,0
20/4/2002,0.320217396,-0.005096568,0
20/4/2002,0.318143923,-0.005029379,0
20/5/2002,0.321395185,-0.004580559,0
20/5/2002,0.317378438,-0.008563684,0
20/5/2002,0.317570902,-0.000387569,0
20/5/2002,0.316143205,0.000409615,0
20/5/2002,0.322122559,-7.86E-05,0
20/5/2002,0.317366311,-0.00082419,0
20/5/2002,0.322407026,-0.000430581,0
20/5/2002,0.326439118,0.002689794,0
20/5/2002,0.327915178,-0.001910017,0
20/5/2002,0.326086023,-0.009070247,0
20/5/2002,0.326908323,-0.007119323,0
20/5/2002,0.325686523,-0.004988254,0
20/5/2002,0.330998727,-0.003252537,0
20/5/2002,0.334196649,0.001727935,0
20/5/2002,0.331586301,0.004291257,0
20/5/2002,0.345899347,0.006972134,0
20/5/2002,0.339921859,0.004901595,0
20/5/2002,0.352593293,0.00549141,0
20/5/2002,0.352667194,0.006352874,0
20/5/2002,0.355414985,0.009447937,0
20/5/2002,0.353961714,0.010195757,0
20/5/2002,0.352840916,0.014514738,0
20/5/2002,0.360117319,0.013814208,0
20/6/2002,0.369098284,0.017390446,0
20/6/2002,0.379070785,0.016791863,0
20/6/2002,0.378417271,0.013222051,0
20/6/2002,0.382962725,0.012512052,0
20/6/2002,0.378633061,0.012771262,0
20/6/2002,0.383114665,0.013761346,0
20/6/2002,0.384137779,0.013958138,0
20/6/2002,0.388465894,0.012755984,0
20/6/2002,0.386462918,0.009392429,0
20/6/2002,0.380176091,0.007447927,0
20/6/2002,0.372483182,0.010981543,0
20/6/2002,0.370956788,0.01186038,0
20/6/2002,0.368214804,0.012538538,0
20/6/2002,0.372739107,0.009396808,0
20/6/2002,0.379764997,0.012768511,0
20/6/2002,0.375777984,0.011359501,0
20/6/2002,0.375189195,0.009378796,0
20/6/2002,0.363526275,0.013836277,0
20/6/2002,0.361085386,0.014953907,0
20/6/2002,0.356975652,0.01610297,0
20/7/2002,0.355275324,0.017963642,0
20/7/2002,0.366018075,0.028392421,0
20/7/2002,0.383304069,0.02835716,0
20/7/2002,0.37816307,0.022065525,0
20/7/2002,0.3897978,0.013008977,0
20/7/2002,0.381264609,0.024844905,0
20/7/2002,0.390922344,0.045546809,0
20/7/2002,0.398066163,0.07010498,0
20/7/2002,0.38948654,0.066473398,0
20/7/2002,0.398258295,0.081388966,0
20/7/2002,0.402887459,0.091920937,0
20/7/2002,0.409818056,0.09465687,0
20/7/2002,0.395746962,0.088465852,0
20/7/2002,0.40172364,0.09113485,0
20/7/2002,0.413708594,0.092122667,0
20/7/2002,0.423045431,0.082991426,0
20/7/2002,0.449384968,0.066478387,0
20/7/2002,0.42030966,0.073520021,0
20/7/2002,0.401558877,0.079457515,0
20/7/2002,0.396335622,0.06474763,0
20/7/2002,0.381214308,0.049257166,0
20/7/2002,0.370122672,0.05442635,0
20/7/2002,0.376638269,0.064831439,0
20/8/2002,0.386647148,0.085868353,0
20/8/2002,0.384101055,0.084644788,0
20/8/2002,0.390293226,0.085543236,0
20/8/2002,0.377687048,0.083742376,0
20/8/2002,0.378524578,0.083999682,0
20/8/2002,0.370010816,0.083167435,0
20/8/2002,0.372355028,0.083318675,0
20/8/2002,0.377543385,0.083690517,0
20/8/2002,0.377274175,0.084737658,0
20/8/2002,0.379412438,0.083843889,0
20/8/2002,0.381221984,0.083382147,0
20/8/2002,0.383113973,0.08319962,0
20/8/2002,0.38134178,0.082342901,0
20/8/2002,0.387173994,0.082647772,0
20/8/2002,0.376461129,0.082329391,0
20/8/2002,0.379716397,0.081445115,0
